Unnamed: 0,gene symbol,ensembl ID,overallAssociationScore,geneticAssociations,somaticMutations,drugs,pathwaysSystemsBiology,textMining,rnaExpression,animalModels,targetName,Open Targets,Consensus-RNAseq:Low,Proteomics-DB:Low,HPA-Ab:,Mouse Infertility,Druggable,CITDBase,normalized RNA expression,Ovarian stroma cells,Follicle cells
460,INSM1,ENSG00000173404,0.118149085,No data,No data,No data,No data,No data,No data,0.590745425,INSM transcriptional repressor 1,True,,,,,,,0.1,na,na
461,SOX2,ENSG00000181449,0.1181385,No data,No data,No data,No data,0.055236328,No data,0.576883418,SRY-box transcription factor 2,True,,,,,,,1.7,not detected,not detected
462,LBR,ENSG00000143815,0.118116958,No data,No data,No data,No data,No data,No data,0.590584788,lamin B receptor,True,,,,,,,14.3,not detected,not detected
463,C2CD5,ENSG00000111731,0.118085873,No data,No data,No data,No data,No data,No data,0.590429365,C2 calcium dependent domain containing 5,True,,,,,,,17.4,medium,medium
464,HNF1A,ENSG00000135100,0.118079669,No data,No data,No data,No data,0.011087396,No data,0.587626494,HNF1 homeobox A,True,,,,,,,0.2,not detected,not detected
465,C1QTNF9,ENSG00000240654,0.118066806,No data,No data,No data,No data,No data,No data,0.590334028,C1q and TNF related 9,True,,,,,,,0.4,na,na
466,C1QTNF9B,ENSG00000205863,0.118066806,No data,No data,No data,No data,No data,No data,0.590334028,C1q and TNF related 9B,True,,,,,,,0.2,na,na
467,LHX9,ENSG00000143355,0.118066714,No data,No data,No data,No data,No data,No data,0.590333571,LIM homeobox 9,True,,,,,,,22.1,na,na
468,FANCC,ENSG00000158169,0.118056828,No data,No data,No data,No data,No data,No data,0.59028414,FA complementation group C,True,,,,,,,3.3,medium,na
469,IFT57,ENSG00000114446,0.118015639,No data,No data,No data,No data,0.036957985,No data,0.5808387,intraflagellar transport 57,True,,,,,,,21.6,low,medium
470,FMR1,ENSG00000102081,0.117973667,No data,No data,No data,No data,0.042859966,No data,0.579153345,FMRP translational regulator 1,True,,,,,,,23.4,medium,medium
471,CDK4,ENSG00000135446,0.117967497,No data,No data,No data,No data,No data,No data,0.589837484,cyclin dependent kinase 4,True,,,,,,,61.4,high,not detected
472,TP63,ENSG00000073282,0.117877933,No data,No data,No data,No data,0.024843979,No data,0.583178672,tumor protein p63,True,,,,,,,0.1,not detected,not detected
473,LRP6,ENSG00000070018,0.117859851,No data,No data,No data,No data,No data,No data,0.589299254,LDL receptor related protein 6,True,,,,,,,13.1,not detected,na
474,LAMA5,ENSG00000130702,0.11784359,No data,No data,No data,No data,0.007391597,No data,0.587370048,laminin subunit alpha 5,True,,,,,,,6.9,not detected,not detected
475,EGR1,ENSG00000120738,0.117839529,No data,No data,No data,No data,0.088250536,No data,0.567135013,early growth response 1,True,,,,,,,130.9,high,na
476,DKK1,ENSG00000107984,0.117837097,No data,No data,No data,No data,0.088150347,No data,0.567147898,dickkopf WNT signaling pathway inhibitor 1,True,,,,,,,0.9,na,na
477,ALX4,ENSG00000052850,0.11782472,No data,No data,No data,No data,No data,No data,0.589123601,ALX homeobox 4,True,,,,,,,0.2,na,na
478,PPP2R5C,ENSG00000078304,0.117767168,No data,No data,No data,No data,No data,No data,0.588835842,protein phosphatase 2 regulatory subunit B'gamma,True,,,,,,,28.4,not detected,na
479,OVOL1,ENSG00000172818,0.117764842,No data,No data,No data,No data,No data,No data,0.588824211,ovo like transcriptional repressor 1,True,,,,,,,0.1,not detected,na
480,AMFR,ENSG00000159461,0.117750607,No data,No data,No data,No data,No data,No data,0.588753033,autocrine motility factor receptor,True,,,,,,,20.5,low,low
481,THRB,ENSG00000151090,0.117721158,No data,No data,No data,No data,0.013859245,No data,0.585140978,thyroid hormone receptor beta,True,,,,,,,2.9,not detected,low
482,COL4A1,ENSG00000187498,0.117630357,No data,No data,No data,No data,0.024022691,No data,0.582146114,collagen type IV alpha 1 chain,True,,,,,,,20.0,low,na
483,HOXD13,ENSG00000128714,0.117627318,No data,No data,No data,No data,No data,No data,0.588136589,homeobox D13,True,,,,,,,0.3,na,na
484,RPGR,ENSG00000156313,0.117593303,No data,No data,No data,No data,0.052562468,No data,0.574825896,retinitis pigmentosa GTPase regulator,True,,,,,,,7.9,not detected,medium
485,FKBP4,ENSG00000204315,0.117587094,No data,No data,No data,No data,0.030490338,No data,0.580312887,FKBP prolyl isomerase 4,True,F,—,—,CTB,Y,True,7.0,low,low
486,SMAD3,ENSG00000166949,0.117579762,No data,No data,No data,No data,0.098811281,No data,0.563195991,SMAD family member 3,True,,,,,,,23.0,not detected,na
487,ANGPTL6,ENSG00000130812,0.117558793,No data,No data,No data,No data,No data,No data,0.587793966,angiopoietin like 6,True,,,,,,,0.4,na,na
488,TERF2IP,ENSG00000166848,0.117558793,No data,No data,No data,No data,No data,No data,0.587793966,TERF2 interacting protein,True,,,,,,,30.9,medium,low
489,RSC1A1,ENSG00000215695,0.117558793,No data,No data,No data,No data,No data,No data,0.587793966,regulator of solute carriers 1,True,,,,,,,4.6,not detected,low
490,PLSCR3,ENSG00000187838,0.117558793,No data,No data,No data,No data,No data,No data,0.587793966,phospholipid scramblase 3,True,,,,,,,19.9,medium,na
491,PEX11A,ENSG00000166821,0.117558793,No data,No data,No data,No data,No data,No data,0.587793966,peroxisomal biogenesis factor 11 alpha,True,,,,,,,11.9,na,na
492,PNLIPRP1,ENSG00000187021,0.117558793,No data,No data,No data,No data,No data,No data,0.587793966,pancreatic lipase related protein 1,True,,,,,,,0.1,na,na
493,GPR12,ENSG00000132975,0.117558793,No data,No data,No data,No data,No data,No data,0.587793966,G protein-coupled receptor 12,True,,,,,,,0.6,na,na
494,AIDA,ENSG00000186063,0.117558793,No data,No data,No data,No data,No data,No data,0.587793966,"axin interactor, dorsalization associated",True,,,,,,,25.4,not detected,na
495,CTF1,ENSG00000150281,0.117558793,No data,No data,No data,No data,No data,No data,0.587793966,cardiotrophin 1,True,,,,,,,21.9,na,na
496,BRD2,ENSG00000204256,0.117558793,No data,No data,No data,No data,No data,No data,0.587793966,bromodomain containing 2,True,,,,,,,40.6,not detected,na
497,SELENOM,ENSG00000198832,0.117558793,No data,No data,No data,No data,No data,No data,0.587793966,selenoprotein M,True,,,,,,,49.9,low,medium
498,FEN1,ENSG00000168496,0.117558793,No data,No data,No data,No data,No data,No data,0.587793966,flap structure-specific endonuclease 1,True,,,,,,,3.9,not detected,high
499,PTCD1,ENSG00000106246,0.117558793,No data,No data,No data,No data,No data,No data,0.587793966,pentatricopeptide repeat domain 1,True,,,,,,,13.5,low,medium
500,ATP5MF-PTCD1,ENSG00000248919,0.117558793,No data,No data,No data,No data,No data,No data,0.587793966,ATP5MF-PTCD1 readthrough,True,,,,,,,9.0,low,medium
501,STAT5B,ENSG00000173757,0.117558793,No data,No data,No data,No data,No data,No data,0.587793966,signal transducer and activator of transcription 5B,True,,,,,,,34.4,not detected,not detected
502,PPP1R3A,ENSG00000154415,0.117558793,No data,No data,No data,No data,No data,No data,0.587793966,protein phosphatase 1 regulatory subunit 3A,True,,,,,,,0.0,not detected,not detected
503,TYK2,ENSG00000105397,0.117558793,No data,No data,No data,No data,No data,No data,0.587793966,tyrosine kinase 2,True,,,,,,,20.0,medium,na
504,NPY2R,ENSG00000185149,0.117547277,No data,No data,No data,No data,0.027718489,No data,0.580806762,neuropeptide Y receptor Y2,True,,,,,,,0.4,na,na
505,KIF18A,ENSG00000121621,0.11752388,No data,No data,No data,No data,No data,No data,0.5876194,kinesin family member 18A,True,,,,,,,0.6,low,na
506,YTHDC2,ENSG00000047188,0.117516988,No data,No data,No data,No data,No data,No data,0.58758494,YTH domain containing 2,True,,,,,,,19.9,not detected,na
507,GJA1,ENSG00000152661,0.117444699,0.000239591,No data,No data,No data,0.037265969,No data,0.577773896,gap junction protein alpha 1,True,,,,,,,10.5,not detected,na
508,UMOD,ENSG00000169344,0.117443659,No data,No data,No data,No data,0.011087396,No data,0.584446447,uromodulin,True,,,,,,,0.0,not detected,not detected
509,CBL,ENSG00000110395,0.117440289,No data,No data,No data,No data,0.018478993,No data,0.582581699,Cbl proto-oncogene,True,,,,,,,6.3,not detected,low
510,NDST1,ENSG00000070614,0.117425097,No data,No data,No data,No data,No data,No data,0.587125486,N-deacetylase and N-sulfotransferase 1,True,,,,,,,17.3,not detected,medium
511,CDKN1A,ENSG00000124762,0.117399181,No data,No data,No data,No data,0.056335263,No data,0.572912092,cyclin dependent kinase inhibitor 1A,True,,,,,,,59.1,not detected,not detected
512,KITLG,ENSG00000049130,0.117372614,No data,No data,No data,No data,0.007391597,No data,0.585015173,KIT ligand,True,,,,,,,4.4,not detected,na
513,LRP4,ENSG00000145244,0.117351887,No data,No data,No data,No data,No data,No data,0.586759436,LDL receptor related protein 4,True,,,,,,,0.6,na,na
514,COL1A1,ENSG00000108821,0.117307872,No data,No data,No data,No data,0.018478993,No data,0.58191961,collagen type I alpha 1 chain,True,F,—,—,,Y,True,73.6,high,na
515,NEK1,ENSG00000137601,0.117300809,No data,No data,No data,No data,No data,No data,0.586504047,NIMA related kinase 1,True,,,,,,,16.3,low,medium
516,FAT4,ENSG00000196159,0.117300809,No data,No data,No data,No data,No data,No data,0.586504047,FAT atypical cadherin 4,True,,,,,,,5.3,medium,medium
517,SPATA22,ENSG00000141255,0.117296654,No data,No data,No data,No data,No data,No data,0.586483269,spermatogenesis associated 22,True,—,CTB,—,CTB,Y,True,0.1,na,na
518,PDE6D,ENSG00000156973,0.117269125,No data,No data,0.073915971,No data,No data,No data,0.493950662,phosphodiesterase 6D,True,,,,,,,9.1,not detected,na
519,SCG5,ENSG00000166922,0.117253417,No data,No data,No data,No data,0.036957985,No data,0.577027589,secretogranin V,True,,,,,,,2.0,not detected,not detected
520,ARHGAP35,ENSG00000160007,0.117221331,No data,No data,No data,No data,0.054410367,No data,0.572504061,Rho GTPase activating protein 35,True,,,,,,,6.2,low,low
521,SGPL1,ENSG00000166224,0.117219768,No data,No data,No data,No data,No data,No data,0.586098842,sphingosine-1-phosphate lyase 1,True,,,,,,,10.0,not detected,medium
522,DACT1,ENSG00000165617,0.11721034,No data,No data,No data,No data,No data,No data,0.586051698,dishevelled binding antagonist of beta catenin 1,True,,,,,,,21.8,not detected,medium
523,CSH2,ENSG00000213218,0.11715149,No data,No data,No data,No data,0.021148181,No data,0.580470405,chorionic somatomammotropin hormone 2,True,,,,,,,0.0,not detected,na
524,NTRK2,ENSG00000148053,0.11714244,No data,No data,No data,No data,0.152349029,No data,0.547624943,neurotrophic receptor tyrosine kinase 2,True,,,,,,,6.6,not detected,not detected
525,TRHR,ENSG00000174417,0.117132485,No data,No data,No data,No data,0.048661348,No data,0.573497086,thyrotropin releasing hormone receptor,True,,,,,,,0.0,not detected,not detected
526,EN1,ENSG00000163064,0.117124836,No data,No data,No data,No data,No data,No data,0.58562418,engrailed homeobox 1,True,,,,,,,0.1,not detected,na
527,TBX2,ENSG00000121068,0.117113372,No data,No data,No data,No data,No data,No data,0.585566862,T-box transcription factor 2,True,,,,,,,8.3,medium,na
528,FUZ,ENSG00000010361,0.117110555,No data,No data,No data,No data,0.007391597,No data,0.583704874,fuzzy planar cell polarity protein,True,,,,,,,9.8,not detected,low
529,ATM,ENSG00000149311,0.11709964,No data,No data,No data,No data,0.043913273,No data,0.574519879,ATM serine/threonine kinase,True,,,,,,,20.5,low,na
530,NPC1,ENSG00000141458,0.117096964,No data,No data,No data,No data,0.018478993,No data,0.580865071,NPC intracellular cholesterol transporter 1,True,,,,,,,12.0,low,high
531,GDNF,ENSG00000168621,0.117078386,No data,No data,No data,No data,0.049387161,No data,0.573045139,glial cell derived neurotrophic factor,True,,,,,,,4.5,not detected,not detected
532,BMPR1B,ENSG00000138696,0.117031803,0.000191324,No data,No data,No data,0.05174118,No data,0.572117431,bone morphogenetic protein receptor type 1B,True,,,,,,,7.6,na,na
533,AGTPBP1,ENSG00000135049,0.116982409,No data,No data,No data,No data,No data,No data,0.584912043,ATP/GTP binding carboxypeptidase 1,True,,,,,,,3.5,medium,na
534,DYNC2H1,ENSG00000187240,0.116953042,No data,No data,No data,No data,0.018478993,No data,0.580145463,dynein cytoplasmic 2 heavy chain 1,True,,,,,,,11.4,not detected,na
535,TTC26,ENSG00000105948,0.116938086,No data,No data,No data,No data,No data,No data,0.58469043,tetratricopeptide repeat domain 26,True,,,,,,,8.8,not detected,not detected
536,FREM2,ENSG00000150893,0.11691408,No data,No data,No data,No data,No data,No data,0.5845704,FRAS1 related extracellular matrix 2,True,,,,,,,1.8,na,na
537,GADD45G,ENSG00000130222,0.11687492,No data,No data,No data,No data,No data,No data,0.584374602,growth arrest and DNA damage inducible gamma,True,,,,,,,14.1,not detected,not detected
538,TCF21,ENSG00000118526,0.116873658,No data,No data,No data,No data,No data,No data,0.584368291,transcription factor 21,True,,,,,,,61.6,low,na
539,RAB23,ENSG00000112210,0.116794941,No data,No data,No data,No data,0.018478993,No data,0.579354958,"RAB23, member RAS oncogene family",True,,,,,,,8.2,medium,na
540,CPLANE1,ENSG00000197603,0.116792803,No data,No data,No data,No data,No data,No data,0.583964015,ciliogenesis and planar polarity effector 1,True,,,,,,,14.2,low,na
541,PIK3R1,ENSG00000145675,0.116736652,No data,No data,No data,No data,0.022174791,No data,0.578139561,phosphoinositide-3-kinase regulatory subunit 1,True,,,,,,,25.8,medium,not detected
542,EFNB1,ENSG00000090776,0.11672951,No data,No data,No data,No data,0.018478993,No data,0.579027801,ephrin B1,True,,,,,,,21.6,medium,na
543,DDR2,ENSG00000162733,0.116723499,No data,No data,No data,No data,No data,No data,0.583617493,discoidin domain receptor tyrosine kinase 2,True,,,,,,,26.4,na,na
544,IFT122,ENSG00000163913,0.116705399,No data,No data,No data,No data,No data,No data,0.583526994,intraflagellar transport 122,True,,,,,,,19.0,not detected,na
545,DMC1,ENSG00000100206,0.116704932,No data,No data,No data,No data,No data,No data,0.583524661,DNA meiotic recombinase 1,True,—,CTB,—,CTB,Y,True,1.8,not detected,na
546,EIF3C,ENSG00000184110,0.116704393,No data,No data,No data,No data,No data,No data,0.583521963,eukaryotic translation initiation factor 3 subunit C,True,,,,,,,42.3,medium,na
547,INTU,ENSG00000164066,0.116704393,No data,No data,No data,No data,No data,No data,0.583521963,inturned planar cell polarity protein,True,,,,,,,9.9,not detected,medium
548,EIF3CL,ENSG00000205609,0.116704393,No data,No data,No data,No data,No data,No data,0.583521963,eukaryotic translation initiation factor 3 subunit C like,True,,,,,,,7.3,medium,na
549,MEGF8,ENSG00000105429,0.116654054,No data,No data,No data,No data,No data,No data,0.583270269,multiple EGF like domains 8,True,,,,,,,12.1,not detected,not detected
550,OCA2,ENSG00000104044,0.116608198,No data,No data,No data,No data,0.04696675,No data,0.5712993,OCA2 melanosomal transmembrane protein,True,,,,,,,0.4,na,na
551,C3,ENSG00000125730,0.116592294,No data,No data,No data,No data,0.047516614,No data,0.571082317,complement C3,True,,,,,,,42.4,not detected,na
552,NPEPPS,ENSG00000141279,0.116581576,No data,No data,No data,No data,0.045137563,No data,0.57162349,aminopeptidase puromycin sensitive,True,,,,,,,20.8,not detected,na
553,MAD2L2,ENSG00000116670,0.116563587,No data,No data,No data,No data,No data,No data,0.582817936,mitotic arrest deficient 2 like 2,True,,,,,,,14.6,medium,medium
554,CSH1,ENSG00000213218,0.116556056,No data,No data,No data,No data,0.009239496,No data,0.580470405,chorionic somatomammotropin hormone 1,True,,,,,,,0.0,not detected,na
555,NTSR1,ENSG00000101188,0.11651634,No data,No data,No data,No data,No data,No data,0.582581699,neurotensin receptor 1,True,,,,,,,0.4,na,na
556,TTC21B,ENSG00000123607,0.116513621,No data,No data,No data,No data,0.012935295,No data,0.579334284,tetratricopeptide repeat domain 21B,True,,,,,,,17.5,not detected,not detected
557,HSD11B1,ENSG00000117594,0.116462253,No data,No data,No data,No data,0.020326892,No data,0.57722954,hydroxysteroid 11-beta dehydrogenase 1,True,,,,,,,12.6,not detected,not detected
558,TSC2,ENSG00000103197,0.11641227,No data,No data,No data,No data,0.023098741,No data,0.576286666,TSC complex subunit 2,True,,,,,,,21.1,low,medium
559,FREM1,ENSG00000164946,0.116364635,No data,No data,No data,No data,No data,No data,0.581823176,FRAS1 related extracellular matrix 1,True,,,,,,,2.3,na,na
560,COL2A1,ENSG00000139219,0.116350144,No data,No data,No data,No data,0.018478993,No data,0.577130971,collagen type II alpha 1 chain,True,,,,,,,1.3,not detected,not detected
561,CACNA1A,ENSG00000141837,0.116323977,No data,No data,No data,No data,0.011087396,No data,0.578848037,calcium voltage-gated channel subunit alpha1 A,True,,,,,,,1.1,not detected,not detected
562,PPIB,ENSG00000166794,0.116310966,No data,No data,No data,No data,No data,No data,0.581554829,peptidylprolyl isomerase B,True,,,,,,,67.5,medium,low
563,PLS3,ENSG00000102024,0.116310966,No data,No data,No data,No data,No data,No data,0.581554829,plastin 3,True,,,,,,,44.4,low,na
564,INSL3,ENSG00000248099,0.116304842,No data,No data,No data,No data,0.059825739,No data,0.566567774,insulin like 3,True,—,CTB,—,CTB,Y,True,9.6,not detected,na
565,MIR505,ENSG00000207633,0.116301307,No data,No data,No data,No data,No data,No data,0.581506535,microRNA 505,True,,,,,,,,na,na
566,FYN,ENSG00000010810,0.116257337,No data,No data,No data,No data,No data,No data,0.581286684,"FYN proto-oncogene, Src family tyrosine kinase",True,,,,,,,18.6,not detected,na
567,PRPH2,ENSG00000112619,0.116231698,No data,No data,No data,No data,No data,No data,0.581158488,peripherin 2,True,,,,,,,3.4,not detected,na
568,FSCN2,ENSG00000186765,0.116231698,No data,No data,No data,No data,No data,No data,0.581158488,"fascin actin-bundling protein 2, retinal",True,,,,,,,1.2,not detected,na
